0  ,  248.677
8.011869  ,  118.7582
9.569733  ,  257.7941
11.49852  ,  276.7357
17.28487  ,  284.1237
25.51929  ,  287.5033
26.11276  ,  124.0241
31.0089  ,  138.4857
35.31157  ,  288.2892
44.73294  ,  290.4113
44.80712  ,  158.3704
54.52522  ,  294.4983
62.31454  ,  300
64.54006  ,  167.0946
68.62018  ,  298.6639
74.18398  ,  60.59733
74.18398  ,  65.39167
75  ,  74.74457
76.11276  ,  292.5334
76.33531  ,  89.44197
79.1543  ,  112.0776
81.52819  ,  283.1805
81.67655  ,  144.459
81.75075  ,  168.2735
83.90207  ,  178.491
85.45995  ,  265.2607
86.05341  ,  214.8808
86.79526  ,  241.9177
89.16914  ,  7.23081
89.16914  ,  1.964894
90.80119  ,  0
91.32047  ,  20.4349
95.62315  ,  164.3437
96.2908  ,  0
97.18101  ,  39.76945
103.3383  ,  68.22112
107.27  ,  156.2484
108.3828  ,  5.030128
109.8665  ,  96.12261
113.4273  ,  123.7097
113.4273  ,  142.0225
124.7774  ,  15.71915
143.2493  ,  30.33796
166.3205  ,  49.12235
192.3591  ,  65.86324
216.9881  ,  94.23631
219.5104  ,  95.33665
223.9614  ,  104.0608
242.359  ,  114.3568
266.2463  ,  188.7084
269.9555  ,  122.688
284.7181  ,  217.7102
294.4362  ,  68.69269
295.4006  ,  211.1082
296.0683  ,  76.47367
296.7359  ,  222.3474
296.9585  ,  223.1333
297.5519  ,  86.29814
297.5519  ,  230.207
298.9614  ,  99.18785
300.0742  ,  203.563
300.4451  ,  121.9806
303.4867  ,  175.5829
303.4867  ,  147.0527
305.4896  ,  131.8837
308.5311  ,  234.8441
321.8843  ,  267.4614
333.8279  ,  183.3639
335.3857  ,  284.5166
335.8308  ,  197.8255
340.1335  ,  205.8423
343.546  ,  143.2015
347.7745  ,  211.1868
350.4451  ,  291.4331
356.454  ,  212.6015
360.3116  ,  16.7409
362.7596  ,  291.4331
363.8724  ,  12.73251
366.0237  ,  13.12549
369.362  ,  18.23421
373.1454  ,  284.438
374.4065  ,  27.90149
380.638  ,  44.24941
382.6409  ,  210.4794
383.3086  ,  155.6982
383.9021  ,  268.4045
387.4629  ,  66.17763
391.6914  ,  246.4763
395.3264  ,  93.76473
397.4777  ,  212.2871
398.9614  ,  129.8402
400.0742  ,  172.8321
410.1632  ,  166.0728
422.4778  ,  171.6531
425  ,  174.0896
