2184  ,  5575
2313  ,  5691
2339  ,  5932
2417  ,  6026
2528  ,  6069
2660  ,  6079
2787  ,  6106
2919  ,  6158
3024  ,  6228
3109  ,  6211
3210  ,  6133
3283  ,  6014
3336  ,  5786
3354  ,  5489
3344  ,  5145
3315  ,  4682
3285  ,  4249
3251  ,  3837
3213  ,  3549
3195  ,  3362
3184  ,  3243
3184  ,  3182
2292  ,  3922
2536  ,  3989
2602  ,  4173
2788  ,  4426
3054  ,  4537
3286  ,  4552
3473  ,  4502
3630  ,  4399
3713  ,  4218
3713  ,  3985
3665  ,  3634
3577  ,  3279
3494  ,  2917
3415  ,  2671
3386  ,  2503
3386  ,  2436
3408  ,  2411
3482  ,  2411
3645  ,  2475
3866  ,  2611
4115  ,  2797
4426  ,  3036
4777  ,  3249
6022  ,  5181
6184  ,  5240
6195  ,  5340
6187  ,  5250
6229  ,  5001
6275  ,  4645
6275  ,  4282
6234  ,  3963
6214  ,  3673
6195  ,  3509
6175  ,  3384
6153  ,  3285
5773  ,  4812
6166  ,  5097
6343  ,  5399
6523  ,  5814
6705  ,  6031
6908  ,  6119
7074  ,  6119
7214  ,  6030
7359  ,  5826
7464  ,  5547
7542  ,  5112
7577  ,  4610
7562  ,  4063
7513  ,  3604
7407  ,  3253
7315  ,  2974
7231  ,  2766
7163  ,  2643
7118  ,  2578
7089  ,  2573
7041  ,  2624
5109  ,  3610
5143  ,  3624
5203  ,  3735
5451  ,  3866
5823  ,  3972
6302  ,  4089
6815  ,  4233
7351  ,  4392
7713  ,  4524
7879  ,  4595
7913  ,  4626
7342  ,  5089
6989  ,  5116
6872  ,  5098
6769  ,  5030
6711  ,  4928
6684  ,  4744
