2184  ,  5575
2292  ,  3922
2313  ,  5691
2339  ,  5932
2417  ,  6026
2528  ,  6069
2536  ,  3989
2602  ,  4173
2660  ,  6079
2787  ,  6106
2788  ,  4426
2919  ,  6158
3024  ,  6228
3054  ,  4537
3109  ,  6211
3184  ,  3182
3184  ,  3243
3195  ,  3362
3210  ,  6133
3213  ,  3549
3251  ,  3837
3283  ,  6014
3285  ,  4249
3286  ,  4552
3315  ,  4682
3336  ,  5786
3344  ,  5145
3354  ,  5489
3386  ,  2503
3386  ,  2436
3408  ,  2411
3415  ,  2671
3473  ,  4502
3482  ,  2411
3494  ,  2917
3577  ,  3279
3630  ,  4399
3645  ,  2475
3665  ,  3634
3713  ,  3985
3713  ,  4218
3866  ,  2611
4115  ,  2797
4426  ,  3036
4777  ,  3249
5109  ,  3610
5143  ,  3624
5203  ,  3735
5451  ,  3866
5773  ,  4812
5823  ,  3972
6022  ,  5181
6153  ,  3285
6166  ,  5097
6175  ,  3384
6184  ,  5240
6187  ,  5250
6195  ,  3509
6195  ,  5340
6214  ,  3673
6229  ,  5001
6234  ,  3963
6275  ,  4645
6275  ,  4282
6302  ,  4089
6343  ,  5399
6523  ,  5814
6684  ,  4744
6705  ,  6031
6711  ,  4928
6769  ,  5030
6815  ,  4233
6872  ,  5098
6908  ,  6119
6989  ,  5116
7041  ,  2624
7074  ,  6119
7089  ,  2573
7118  ,  2578
7163  ,  2643
7214  ,  6030
7231  ,  2766
7315  ,  2974
7342  ,  5089
7351  ,  4392
7359  ,  5826
7407  ,  3253
7464  ,  5547
7513  ,  3604
7542  ,  5112
7562  ,  4063
7577  ,  4610
7713  ,  4524
7879  ,  4595
7913  ,  4626
